Artist_Name,Birth_Year,Turnover,Sold Lots,Highest Price
Julian Lethbridge,1947,,,
Julian Opie,1958,2238280,94,218750
Julian Rosefeldt,1965,,,
Julian Schnabel,1951,4149561,34,1452500
Julian Stanczak,1928,,,
Julie Becker,1972,,,
Julie Bertuccelli,1968,,,
Julie Gustafson,1949,,,
Julie Joliat,1979,,,
Julie Mehretu,1970,3423280,15,2535000
Julie Taymor,1952,,,
Julie Zando,1961,,,
Julien Devaux,1975,,,
Julien Monfort,1968,,,
Julien Temple,1953,,,
Julije Knifer,1924,,,
Julio Augusto Zachrisson,1930,,,
Julio Larraz,1944,,,
Julio Le Parc,1928,,,
Julio Mitchel,1942,,,
Julio Palazuelos,1931,,,
Julio Plaza,1938,,,
Julius Deutschbauer,1961,,,
Julius K. Friedman,1943,,,
Julius Klein,1951,,,
Julius Koller,1939,,,
Julius Schmidt,1923,,,
Jumana Manna,1987,,,
Jun Homma,1975,,,
Jun Iseyama,1975,,,
Jun Okazaki,1956,,,
Jun Shiraoka,1944,,,
Jun Tabohashi,1931,,,
Jun Yang,1975,,,
June Leaf,1929,,,
June Redfern,1951,,,
Junichi Arai,1932,,,
Junichi Itahashi,1942,,,
Junya Ishigami,1974,,,
junya.ishigami+associates,2004,,,
Jurgen Habermas,1929,,,
Just van Rossum,1966,,,
Justen Ladda,1953,,,
Justin Matherly,1972,,,
Justo Solsona,1931,,,
Jutta Koether,1958,,,
Juul Kraijer,1970,,,
Juvenal SansÃ³,1929,,,
Jyoti Bhatt,1934,,,
Jyrki Markkanen,1956,,,
K. H. HÃ¶dicke,1938,,,
K.O.S. (Kids of Survival),1982,,,
K.R.H. Sonderborg,1923,,,
K2 Design Studio,1993,,,
K8 Hardy,1977,,,
K8 Industridesign,1998,,,
Kacie Kinzer,1983,,,
Kader Attia,1970,,,
Ka-Fai Wai,1955,,,
Kai Althoff,1966,,,
Kais Al-Zubaidi,1945,,,
Kalup Linzy,1977,,,
Kambozia Partovi,1955,,,
Kamen Stoyanov,1977,,,
Kanamori Yoshio,1922,,,
Kanji Hongu,1945,,,
Kanuge John Bosco,1968,,,
Kara Walker,1969,770932,33,198533
Karel Appel,1921,,,
Karen Chen,1977,,,
Karen Eubel,1942,,,
Karen Fairbanks,1959,,,
Karen Finley,1956,,,
Karen Heagle,1974,,,
Karen Kilimnik,1955,,,
Karen Klugman,1946,,,
Karen Szekessy,1939,,,
Kari Sivonen,1969,,,
Kari Virtanen,1948,,,
Karim Rashid,1960,,,
Karin Apollonia MÃ¼ller,1963,,,
Karin Aue,1981,,,
Karin Sander,1957,,,
Karin Schou Andersen,1953,,,
Karl Anton Fleck,1928,,,
Karl Baden,1952,,,
Karl Bohrmann,1928,,,
Karl Gerstner,1930,,,
Karl Haendel,1976,,,
Karla Knight,1958,,,
Karl-Heinz Droste,1931,,,
Karlheinz Stockhausen,1938,,,
Kasper KÃ¶nig,1940,,,
Katalin Ladik,1942,,,
Kate Gilmore,1975,,,
Kate Hartman,1981,,,
Kate Millett,1934,,,
Katerina Lanfranco,1978,,,
Kathan Brown,1935,,,
Katharina Bosse,1968,,,
Katharina Fritsch,1956,,,
Katharina Gaenssler,1974,,,
Katharina Grosse,1961,1887222,18,402940
Katharina Ivansich,1983,,,
Katharina Sieverding,1944,,,
Katharina Wulff,1968,,,
Katherine Porter,1941,,,
Katherine Turczan,1965,,,
Kathleen Agnoli,1945,,,
Kathryn Bigelow,1951,,,
Kathy Acker,1947,,,
Kathy Butterly,1963,,,
Kathy High,1954,,,
Kati London,1976,,,
Katja Strunz,1970,,,
Katsuhiro Yamaguchi,1928,,,
Katsunori Hamanishi,1949,,,
Katsuya Taka,1963,,,
Katy Grannan,1969,,,
Katy Schimert,1963,,,
Katya Sander,1970,,,
KÄ™stutis Nakas,1953,,,
Kay Rosen,1947,,,
Kazuhiro Soda,1970,,,
Kazuhiro Yamanaka,1971,,,
Kazuko,1942,,,
Kazumasa Nagai,1929,,,
Kazuo Kawasaki,1949,,,
Kazuo Nakamura,1926,,,
Kazuyo Sejima,1956,,,
Kazuyo Sejima & Associates,1987,,,
Kcho (Alexis Leyva Machado),1970,,,
KDDI Corporation,1953,,,
Keegan McHargue,1982,,,
Keenen Riley Architects,1984,,,
Kees Wagenaars,1961,,,
Keigo Yamamoto,1936,,,
Keiichi Tanaami,1939,,,
Keiji Otani,1967,,,
Keiji Uematsu,1947,,,
Keiko Tsuno,1944,,,
Keita Takahashi,1975,,,
Keith Arnatt,1930,,,
Keith Coventry,1958,271125,7,74745
Keith Fulton,1965,,,
Keith Godard,1942,,,
Keith Haring,1958,24331489,419,4212500
Keith Mayerson,1966,,,
Keith Milow,1945,,,
Keith Pannel/Mail on Sunday,1956,,,
Keith Smith,1938,,,
Keith Sonnier,1941,,,
Keith Tyson,1969,,,
Keld Helmer-Petersen,1920,,,
Kelley Walker,1969,1092724,6,795386
Kelly McLane,1968,,,
Kelly Reichardt,1964,,,
Kembra Pfahler,1967,,,
Ken Danby,1940,,,
Ken Feingold,1952,,,
Ken Friedman,1939,,,
Ken Grant,1967,,,
Ken Graves,1942,,,
Ken Heyman,1930,,,
Ken Jacobs,1933,,,
Ken Josephson,1932,,,
Ken Kiff,1935,,,
Ken Kobland,1946,,,
Ken Loach,1936,,,
Ken Lum,1956,,,
Ken Miller,1958,,,
Ken Price,1935,,,
Ken Schles,1960,,,
Ken Solomon,1971,,,
Kendra Ferguson,1946,,,
Kengiro Azuma,1926,,,
Kengo Kuma,1954,,,
Kengo Kuma & Associates,1990,,,
Kenichiro Ina,1947,,,
Kenji Ekuan,1929,,,
Kenji Kusaka,1936,,,
Kenji Tadamoto,1926,,,
Kenji Ushiku,1922,,,
Kenneth Anger,1927,,,
Kenneth Branagh,1960,,,
Kenneth Brozen,1927,,,
Kenneth Bushnell,1933,,,
Kenneth Capps,1939,,,
Kenneth D. Haak,1923,,,
Kenneth Hiebert,1930,,,
Kenneth J. Botto,1937,,,
Kenneth Kilstrom,1922,,,
Kenneth Koch,1925,,,
Kenneth McGowan,1940,,,
Kenneth Noland,1924,,,
Kenneth Showell,1939,,,
Kenneth Snelson,1927,,,
Kenny Scharf,1958,356751,22,137500
Kent Porter/The Press Democrat via Assocated Press,1962,,,
Kenzo Minami,1974,,,
Kerim Ragimov,1970,,,
Kerry James Marshall,1955,38601625,14,21114500
Kerry Tribe,1973,,,
Kerstin BrÃ¤tsch,1979,,,
Kerstin Kartscher,1966,,,
Kevan Laycraft,1955,,,
Kevin Appel,1967,,,
Kevin Asch,1975,,,
Kevin Beasley,1985,,,
Kevin Bubriski,1954,,,
Kevin Dwyer,1952,,,
Kevin Godley,1945,,,
Kevin Kennon,1958,,,
Kevin Macdonald,1967,,,
Kevin Roche,1922,,,
Kevin Smith,1970,,,
Key Hiraga,1936,,,
Key L. Nilson,1938,,,
Kiawak Ashoona,1933,,,
"Kidrobot, New York",2002,,,
Kiki (Kiki O. K.) Kogelnik,1935,,,
Kiki Smith,1954,270696,35,95880
Kikuji Kawada,1933,,,
Kikukawa Katsuyoshi,1935,,,
Kilian Breier,1931,,,
Kim Beom,1963,,,
Kim Berman,1960,,,
Kim Hoffmann,1975,,,
Kim Jee-Woon,1964,,,
Kim Jones,1944,,,
Kim Keever,1950,,,
Kim McCarty,1956,,,
Kim Schoenstadt,1973,,,
Kim Sooja,1957,,,
Kim Tomczak,1952,,,
Kim Yao,1971,,,
Kim Young Jin,1965,,,
Kimber Smith,1922,,,
Kimberly J. Holden,1966,,,
Kimmo Liimatainen,1965,,,
Kingsley Parker,1947,,,
Kinji Akagawa,1940,,,
Kinya Tagawa,1976,,,
Kirill Rozhdestvenskii,1932,,,
Kirsten Deirup,1980,,,
Kirsten Everberg,1965,,,
Kirsten Hawthorne,1949,,,
Kirsten Kraa,1941,,,
Kirstine Roepstorff,1972,,,
Kisho Kurokawa,1934,,,
Kit Hinrichs,1941,,,
Kivu Ruhorahoza,1982,,,
Kiyoji Otsuji,1923,,,
Kiyoshi Awazu,1929,,,
Kjetil TrÃ¦dal Thorsen,1958,,,
KlÃ¡ra TamÃ¡s,1946,,,
Klara Liden,1979,,,
Klaudia Kemper,1966,,,
Klaus A. Schnitzer,1944,,,
Klaus Groh,1936,,,
Klaus Liebig,1936,,,
Klaus Oberer,1937,,,
Klaus Pinter,1940,,,
Klaus Rinke,1939,,,
Klaus Rosburg,1962,,,
Klaus Staeck,1938,,,
Klaus vom Bruch,1952,,,
Klaus Wyborny,1945,,,
Kleber MendonÃ§a Filho,1968,,,
Kn Thurlbeck,1947,,,
"Knoll Textiles, New York, NY",1947,,,
Knox Martin,1923,,,
Ko Nakajima,1941,,,
Kodama Studios,2011,,,
Koen De Winter,1943,,,
Koen Theys,1963,,,
Kohei Sugiura,1932,,,
Kohei Yoshiyuki,1946,,,
Koichi Sato,1944,,,
Koichi Yoshimura,1940,,,
Koji Iwagami,1951,,,
Kojo Griffin,1971,,,
Kolatan / Mac Donald Studio,1988,,,
Komai Tetsuro,1920,,,
Komplot Design,1987,,,
Konrad Lueg,1939,,,
Konstantin Grcic,1965,,,
Koo Jeong a,1967,,,
Kosso Eloul,1920,,,
Kosuke Kimura,1936,,,
Kosuke Tsumura,1959,,,
Kota Ezawa,1969,,,
KP Brehmer,1938,,,
"Krabat AS, Norway",2006,,,
Kram/Weisshaar,2002,,,
Krishen Khanna,1925,,,
Kristian Vedel,1923,,,
Kristin Lucas,1968,,,
Krzysztof KiÃ©slowski,1941,,,
Krzysztof Wodiczko,1943,,,
Krzysztof Zanussi,1939,,,
Kudzanai Chiurai,1981,,,
Kukryniksy (collective),1924,,,
Kumberai Mapanda,1940,,,
Kumi Machida,1970,,,
Kumiko Kushiyama,1959,,,
KuniÃ© Sugiura,1942,,,
Kuniharu Akiyama,1929,,,
Kunio Noda,1962,,,
Kurt Kauper,1966,,,
Kurt Kren,1929,,,
Kutlug Ataman,1961,,,
"Kvadrat, Ebeltoft, Denmark",1965,,,
Kyoko Kumai,1943,,,
Kyoko Michishita,1942,,,
Kyu-Baik Hwang,1932,,,
L.A. Raeven,1971,,,
La Monte Young,1935,,,
LÃ¡szlÃ³ SÃ³s,1922,,,
LÃ©on PrÃ©bandier,1921,,,
Lacaton & Vassal Architectes,1987,,,
Laddie John Dill,1943,,,
Laerdal Medical Corporation,1967,,,
Laerdal Medical Corporation Design and Development Team,1967,,,
Lambert Maria Wintersberger,1941,,,
"Lamm S.p.A., Italy",1959,,,
Lana Gogoberidze,1928,,,
Lance Bangs,1972,,,
Lance Wyman,1937,,,
Lane Twitchell,1967,,,
Langlands & Bell,1978,,,
Lanier Graham,1940,,,
LÃºcia Murat,1948,,,
Lara Schnitger,1969,,,
Lari Pittman,1952,,,
Larry Bair,1952,,,
Larry Bell,1939,,,
Larry Burrows,1926,,,
Larry C. Morris/The New York Times,1924,,,
Larry Clark,1943,,,
Larry Fessenden,1963,,,
Larry Fink,1941,,,
Larry Gray,1944,,,
Larry Mantello,1964,,,
Larry Mcpherson,1943,,,
Larry Miller,1944,,,
Larry Poons,1937,,,
Larry Rivers,1923,,,
Larry Stark,1940,,,
Larry Sultan,1946,,,
Larry Zox,1936,,,
Lars TunbjÃ¶rk,1956,,,
Lars von Trier,1956,,,
LaToya Ruby Frazier,1982,,,
Laura Cottingham,1959,,,
Laura Grisi,1939,,,
Laura Kurgan,1961,,,
Laura Owens,1970,4167625,20,1755000
Laura Poitras,1964,,,
Laura Volkerding,1939,,,
Laura Ziegler,1927,,,
Laurel Nakadate,1975,,,
Lauren Ewing,1946,,,
Lauren Piperno,1949,,,
Laurence Humier,1976,,,
Laurence Scholder,1942,,,
Laurene Leon Boym,1964,,,
Laurenz Berges,1966,,,
Lauretta Vinciarelli,1943,,,
Laurids Ortner,1941,,,
Laurie Anderson,1947,,,
Laurie Collyer,1967,,,
Laurie Reid,1964,,,
Laurie Simmons,1949,,,
Lav Diaz,1958,,,
Lawrence Abu Hamdan,1985,,,
Lawrence Kasdan,1949,,,
Lawrence Lam,1960,,,
Lawrence Livermore National Laboratory,1952,,,
Lawrence McFarland,1942,,,
Lawrence Stafford,1938,,,
Lawrence Weiner,1942,,,
Laylah Ali,1968,,,
Le Van Danh,1965,,,
Lea Kleiner,1929,,,
Lea Lublin,1929,,,
LeÃ³n Ferrari,1920,,,
Leading Edge Design Corp.,1991,,,
Leah De Prizio,1935,,,
Leander Fornas,1925,,,
Leandro Katz,1938,,,
"Leatherman Tool Group, Inc.",1983,,,
Lebbeus Woods,1940,,,
Lech Majewski,1953,,,
"Lectus Produktion AB, MÃ¶nsterÃ¥s, Sweden",1987,,,
Lee Bontecou,1931,,,
Lee Chesney,1920,,,
Lee Conklin,1941,,,
Lee Etheredge IV,1968,,,
Lee Friedlander,1934,,,
Lee Hoffman,1942,,,
Lee Jaffe,1950,,,
Lee Jong-Ok,1971,,,
Lee Lozano,1930,,,
Lee Quinones,1960,,,
Lee Ranaldo,1956,,,
Lee Tamahori,1950,,,
Lee Ufan,1936,,,
Leigh Ledare,1976,,,
Leland Rice,1940,,,
Lele Saveri,1980,,,
Lella Vignelli,1934,,,
Len Gittleman,1932,,,
Len Waernberg,1926,,,
Lena Dunham,1986,,,
Lene Berg,1965,,,
Leng Lin,1965,,,
Lennart Olson,1925,,,
Leo Gantenbein,1920,,,
Leo Rubinfien,1953,,,
Leo Villareal,1967,,,
Leo Wollner,1925,,,
Leon Golub,1922,,,
Leon Kossoff,1926,,,
Leon Krier,1946,,,
Leona Pierce,1921,,,
Leonard Baskin,1922,,,
Leonard Freed,1929,,,
Leonard French,1928,,,
Leonard Lehrer,1935,,,
Leonard McCombe,1923,,,
Leonardo Cremonini,1925,,,
Leonardo Finotti,1977,,,
Leonel Gongora,1932,,,
Leonhard Grond,1977,,,
Leonid Tishkov,1953,,,
Leonor Caraballo,1971,,,
Leopoldo Tartarini,1932,,,
Leos Carax,1960,,,
"Lerival, New York",2008,,,
Les Levine,1935,,,
Les Rita Mitsouko,1954,,,
Lesley Dill,1949,,,
Lesley Vance,1977,398535,6,129046
Leslie Evans,1945,,,
Leslie Hewitt,1977,,,
Leslie Starobin,1955,,,
Leslie Sweet,1958,,,
Leslie Thornton,1925,,,
Leslie Thornton,1951,,,
Leszek Holdanowicz,1937,,,
Lette Eisenhauer,1935,,,
Lev Mills,1940,,,
Levan Koguashvili,1973,,,
Lew Thomas,1932,,,
Lewis Baltz,1945,295383,15,118750
Lewis De Soto,1954,,,
Lewis Kostiner,1950,,,
Lex Reitsma,1958,,,
"Lexon, France",1990,,,
Li Hong,1941,,,
Li Shaohong,1955,,,
Li Yang,1959,,,
Li Yongbin,1963,,,
Lia Cook,1942,,,
Liam Gillick,1964,,,
Liang Yue,1979,,,
Liberia Pini,1929,,,
Librado Romero/Associated Press,1942,,,
Lida Abdul,1973,,,
Lida Moser,1920,,,
Lidy Prati,1921,,,
Lieko Shiga,1980,,,
Lies Ros,1952,,,
Li-Fa Shaih,1938,,,
Liliana Porter,1941,,,
Lillian Schwartz,1927,,,
Lin Tianmiao,1961,,,
Lina Aker,1979,,,
Linda Chapman,1952,,,
Linda Connor,1944,,,
Linda Goode Bryant,1949,,,
Linda Lindroth,1946,,,
Linda Lynch,1958,,,
Linda Montano,1942,,,
Linda Plotkin,1938,,,
Linda van Deursen,1961,,,
Linda White,1945,,,
Linder [Linda Sterling],1954,,,
Lindy Roy,1963,,,
Lino Manfrotto,1936,,,
Lino Sabattini,1925,,,
Lionel Theodore Dean,1962,,,
Lisa Cholodenko,1964,,,
Lisa Crafts,1953,,,
Lisa Fromartz,1946,,,
Lisa Hyatt,1949,,,
Lisa Larsen,1925,,,
Lisa Oppenheim,1975,,,
Lisa Ruyter,1968,,,
Lisa Steele,1947,,,
Lisa Strausfeld,1964,,,
Lisa Yuskavage,1962,,,
Lisandro Alonso,1975,,,
Lise Anne Couture,1959,,,
Liu Jianhua,1962,,,
Liu Xiaodong,1963,2744302,6,1393248
Lixin Fan,1977,,,
Liz Deschenes,1966,,,
Liz Larner,1960,,,
Liza BÃ©ar,1955,,,
Liza Lou,1969,270444,6,200000
Lizzie Borden,1958,,,
Lizzie Fitch,1981,,,
Ljungberg's Textile AB,1948,,,
Llewellyn Xavier,1942,,,
Lloyd de Mause,1931,,,
Lloyd Goldsmith,1945,,,
Lloyd Schwan,1955,,,
Llyn Foulkes,1934,,,
Lodge Kerrigan,1964,,,
Lodovico Meneghetti,1926,,,
"Logitech, Inc.",1981,,,
Lois Conner,1951,,,
Lois Lane,1948,,,
Lol CrÃ¨me,1947,,,
Lonnie van Brummelen,1969,,,
"Loop, pH",2003,,,
Lorenzo Mattotti,1954,,,
Loretta Fahrenholz,1981,,,
Loretta Lux,1969,,,
Lori Ellison,1958,,,
Lorie Novak,1954,,,
Lorna Simpson,1960,500248,7,375000
Lorraine Gamman,1957,,,
Lorraine O'Grady,1934,,,
LOT-EK,1993,,,
Lothar Baumgarten,1944,,,
Lothar Fischer,1933,,,
Lothar Hempel,1966,,,
Lothar Quinte,1923,,,
Lotty Rosenfeld,1943,,,
Louis Cane,1943,,,
Louis Danziger,1923,,,
Louis Henry,1971,,,
Louis Jammes,1958,,,
Louis Lanzano,1947,,,
Louis Pepe,1966,,,
Louis Stettner,1922,,,
Louisa Chase,1951,,,
Louisa Hutton,1957,,,
Louise Campbell,1970,,,
Louise Despont,1983,,,
Louise Hopkins,1965,,,
Louise Kruger,1924,,,
Louise Lawler,1947,1046645,34,106250
Louise Lemoine,1981,,,
Louise Wilson,1967,,,
Louisiana Bendolph,1960,,,
Lourdes Portillo,1944,,,
Lowell Nesbitt,1933,,,
"LSI Logic Corporation, Milpitas, CA",1981,,,
Lu Chunsheng,1966,,,
Lu Zhang,1962,,,
Luba Lukova,1960,,,
Luc Dardenne,1954,,,
Luc Delahaye,1962,,,
Luc Reuse,1955,,,
Luc Sante,1954,,,
Luc Tuymans,1958,1490129,31,1007128
Luca Buvoli,1963,,,
Luca Crippa,1924,,,
Lucas Ajemian,1975,,,
Lucas Blalock,1978,,,
Lucas Samaras,1936,,,
Lucebert,1924,,,
"Luceplan, S.p.A., Italy",1978,,,
Luchezar Boyadjiev,1957,,,
Luchita Hurtado,1920,,,
Lucia Bartolini,1944,,,
Lucia Radochonska,1948,,,
Lucian Freud,1922,,,
Lucian Pintilie,1933,,,
Luciano Fabro,1936,,,
Luciano Miori,1922,,,
Lucien Castaing-Taylor,1966,,,
Lucien Clergue,1934,,,
Lucien Vlerick,1921,,,
Lucinda Childs,1940,,,
Lucio Del Pezzo,1933,,,
Lucio Pozzi,1935,,,
Lucy McKenzie,1977,,,
Lucy Raven,1977,,,
Lucy Skaer,1975,,,
Ludwig Gosewitz,1937,,,
Ludwig Littmann,1946,,,
Luigi Baroli,1951,,,
Luigi Colani,1928,,,
Luigi Ghirri,1943,,,
Luigi Massoni,1929,,,
Luis Alberto Wells,1940,,,
Luis Camnitzer,1937,,,
Luis Claramunt,1951,,,
Luis Cruz Azaceta,1942,,,
Luis Fernando Benedit,1937,,,
Luis Jimenez,1940,,,
Luis M. Mansilla,1959,,,
Luis Valdovino,1961,,,
Luisa Cevese Riedizioni,1955,,,
Luisa Zuloaga de Palacios,1923,,,
Lukas Moodysson,1969,,,
Luktak,1928,,,
Lutz Bacher,1952,,,
Lutz Dille,1922,,,
Lutz Mommartz,1934,,,
Lux Interior (Erick Lee Purkhiser),1948,,,
LyÃ¨s Salem,1973,,,
Lygia Clark,1920,,,
Lygia Pape,1927,,,
Lyle Ashton Harris,1964,,,
Lyle Starr,1962,,,
Lyn Blumenthal,1949,,,
Lyn Gardiner,1946,,,
Lyn Godley,1956,,,
Lynda Benglis,1941,,,
Lynette Yiadom-Boakye,1977,3040929,8,1575000
Lynn Bowers,1932,,,
Lynn Davis,1944,,,
Lynn Hershman Leeson,1941,,,
Lynn Marie Kirby,1952,,,
Lynn Shelton,1965,,,
Lynne Ramsay,1969,,,
Lynne Sachs,1961,,,
Lynne Tillman,1947,,,
Lynne Woods Turner,1951,,,
Lynton Wells,1940,,,
M. Fiorini,1922,,,
M. Henry Jones,1957,,,
M/M Paris,1992,,,
MÃ©decins Sans FrontiÃ¨res (Doctors Without Borders),1971,,,
Maarten Baas,1978,,,
Maarten Van Severen,1956,,,
Mabel Rubli,1933,,,
Mabuchi Toru,1920,,,
Mac Adams,1943,,,
Maciej Urbaniec,1925,,,
Maciej Zbikowski,1935,,,
Madelon Hooykaas,1942,,,
Madelon Vriesendorp,1945,,,
Madoka Takagi,1956,,,
"Mag Instrument, Inc., Ontario, CA",1955,,,
Magda Tothova,1979,,,
Magdalena Abakanowicz,1930,,,
Magis SpA,1976,,,
Magnus Plessen,1967,,,
Maina-Miriam Munsky,1943,,,
Mai-Thu Perret,1976,,,
Maja Bajevic,1967,,,
Majda Dobravec-Lajovic,1931,,,
Makio Hasuike,1938,,,
Mako Idemitsu,1940,,,
Makoto Komatsu,1943,,,
Makoto Nakamura,1926,,,
Makoto Saito,1952,487500,2,250000
Malachi Farrell,1970,,,
Malcolm Bailey,1947,,,
Malcolm Garrett,1956,,,
Malcolm Morley,1931,,,
Malick SidibÃ©,1936,,,
"Mallory Industries, Inc., Farmington, CT",1956,,,
Mamma Andersson,1962,,,
Mamoru Sakagawa,1979,,,
Manfred Bingler,1928,,,
Manfred Blank,1949,,,
Manfred GrÃ¼bl,1967,,,
Manfred Malzacher,1926,,,
Manfred Ortner,1943,,,
Manfred Pernice,1963,,,
Manfred Willmann,1952,,,
Manfredo Massironi,1937,,,
"Manfrotto Feltre Production Facilities, Feltre, Italy",1972,,,
Mangelos (Dimitrije BaÅ¡icevic),1921,,,
Mani Haghighi,1969,,,
Manijeh Hekmat,1962,,,
Manish Acharya,1967,,,
Manolo Millares,1926,,,
Manon de Boer,1966,,,
Manoucher Yektai,1921,,,
"Mansilla+TuÃ±Ã³n, Arquitectos, Madrid",1992,,,
Manuel Espinoza,1937,,,
Manuel GonzÃ¡lez Rul,1923,,,
Manuel Gorkiewicz,1976,,,
Manuel Herz Architects,1999,,,
Manuel Rivera,1927,,,
Manuel Saez,1973,,,
Manuel Valdes,1942,,,
Manya Kuzemchenko,1984,,,
Mao Kawaguchi,1951,,,
"MAP (Merchants of Australian Products Pty., Ltd.)",1989,,,
Mar Jean Kettunen,1926,,,
MarÃ©chal,1928,,,
MarÃ­a Teresa HincapiÃ©,1956,,,
Marat Sarulu,1957,,,
Marc Bauer,1975,,,
Marc Berthier,1935,,,
Marc Brandenburg,1965,,,
Marc Camille Chaimowicz,1946,,,
Marc Downie,1977,,,
Marc Forster,1969,,,
Marc Hurtado,1962,,,
Marc Newson,1963,,,
Marc Plawner,1974,,,
Marc Quinn,1964,1063783,32,131008
Marc RÃ¤der,1966,,,
Marc Riboud,1923,,,
Marc Sadler,1946,,,
Marc Singer,1970,,,
Marc Treib,1943,,,
Marc Tsurumaki,1965,,,
Marc van de Loo,1966,,,
Marc Wise,1964,,,
Marcel Alocco,1937,,,
Marcel Broodthaers,1924,,,
Marcel Chirnoaga,1930,,,
Marcel Dzama,1974,,,
Marcel Hermans,1961,,,
Marcel MariÃ«n,1920,,,
Marcel Mathys,1933,,,
Marcel Odenbach,1953,,,
Marcel van Eeden,1965,,,
Marcel Wanders,1963,,,
Marcela Poch,1964,,,
Marcello Minale,1938,,,
Marcello Muccini,1926,,,
Marcelo Bonevardi,1929,,,
Marcelo Ferraz,1955,,,
Marcelo Gomes,1963,,,
Marcelo Tas,1959,,,
Marcia Hafif,1929,,,
Marcia Herscovitz,1945,,,
Marcia Resnick,1950,,,
Marcin Stajewski,1938,,,
Marco Bellocchio,1939,,,
Marco Brambilla,1960,,,
Marco Breuer,1966,,,
Marco Castillo,1971,,,
Marco Cianfanelli,1970,,,
Marco De Valdivia,1947,,,
Marco Ferreri,1958,,,
Marco Gastini,1938,,,
Marco Maggi,1957,,,
Marco Meza,1947,,,
Marco Pesenti Gritti,1978,,,
Marco Richterich,1929,,,
Marco Zotta,1945,,,
Marcos Grigorian,1924,,,
Marcos Irizarry,1936,,,
Marcus Geiger,1957,,,
Marcus Kutter,1925,,,
Marcus Willcocks,1977,,,
Marek Freudenreich,1939,,,
Marek Kozera,1957,,,
Marek Piasecki,1935,,,
Maren Ade,1976,,,
Marepe,1970,,,
Margaret Ann Moorman,1948,,,
Margaret Lanzetta,1957,,,
Margaret Moulton,1956,,,
Margarethe von Trotta,1942,,,
Margherita Manzelli,1968,,,
Margia Kramer,1936,,,
Margit Ruoff,1937,,,
Margo Humphrey,1942,,,
Marguerite Humeau,1986,,,
Maria Benktzon,1946,,,
Maria Bonomi,1935,,,
Maria Brunner,1962,,,
Maria Hahnenkamp,1959,,,
Maria Hees,1948,,,
Maria Jauhiainen,1971,,,
Maria JoÃ£o Ganga,1964,,,
Maria Magdalena Campos-Pons,1959,,,
Maria Martinez-CaÃ±as,1960,,,
Maria Reuter,1929,,,
Maria Serebriakova,1965,,,
"Maria Teresa CuÃ©llar ""Teye""",1935,,,
Mariah Robertson,1975,,,
Marian Warzecha,1930,,,
Marian Zazeela,1936,,,
Mariana Castillo Deball,1975,,,
Mariana Cook,1955,,,
Mariana Yampolsky,1925,,,
Mariano Galperin,1962,,,
Marie Carlier,1920,,,
Marie Cool,1961,,,
Marie Cosindas,1925,,,
Marie Harnett,1983,,,
Marie Luise Lebschik,1952,,,
Marijan JevÅ¡ovar,1922,,,
Mariko Mori,1967,,,
Marilyn Baum,1939,,,
Marilyn Bridges,1948,,,
Marilyn Minter,1948,,,
Marilynn K. Yee/The New York Times,1950,,,
Marimekko,1951,,,
Marin Karmitz,1938,,,
Marina AbramoviÄ‡,1946,,,
Marina Stern,1928,,,
Marine Hugonnier,1969,,,
Marinus Boezem,1934,,,
Mario Avati,1921,,,
Mario Bellini,1935,,,
Mario Botta,1943,,,
Mario Carrieri,1932,,,
Mario Cravo Junior,1923,,,
Mario Cravo Neto,1947,,,
Mario De Biasi,1923,,,
Mario Dyyon,1946,,,
Mario Gandelsonas,1938,,,
Mario Giacomelli,1925,,,
Mario Merz,1925,,,
Mario Persico,1930,,,
Mario Russo,1925,,,
Mario Toral,1934,,,
Mario Yrisarry,1934,,,
Marisa Merz,1931,,,
Marisol (Marisol Escobar),1930,,,
Marius Watz,1973,,,
Marja Mikkonen,1979,,,
Marjan Pogacnik,1920,,,
Marjan van Aubel,1985,,,
Marjetica Potrc,1953,,,
Mark Beard,1956,,,
Mark Bennett,1956,,,
Mark Boyle,1934,,,
Mark Bradford,1961,40152432,11,11979851
Mark Cohen,1943,,,
Mark Danks,1972,,,
Mark di Suvero,1933,,,
Mark Dion,1961,,,
Mark Farrow,1960,,,
Mark Feldstein,1937,,,
Mark Foster,1960,,,
Mark Fox,1963,,,
Mark Goodman,1946,,,
Mark Grotjahn,1968,9744810,18,1815000
Mark Innerst,1957,,,
Mark Klett,1952,,,
Mark Kostabi,1960,,,
Mark Lancaster,1938,,,
Mark Leckey,1964,,,
Mark Lee,1967,,,
Mark Lewis,1957,,,
Mark Lombardi,1951,,,
Mark Magill,1952,,,
Mark Manders,1968,,,
Mark McKeague,1989,,,
Mark Mills,1939,,,
Mark Morrisroe,1959,,,
Mark Romanek,1959,,,
Mark Rydell,1934,,,
Mark Sanders,1956,,,
Mark Sheinkman,1963,,,
Mark Steinmetz,1961,,,
Mark Stock,1951,,,
Mark Tansey,1949,15073311,10,7453600
Mark W. Mulhern,1951,,,
Mark Wallinger,1959,,,
Mark Wamble,1959,,,
MarkÃ©ta LuskacovÃ¡,1944,,,
Markku Komonen,1945,,,
Marko Lulic,1972,,,
Marko Spalatin,1945,,,
Marko Turk,1920,,,
"Markus ""Notch"" Persson",1979,,,
Markus & Nocka Inc,1932,,,
Markus Freitag,1971,,,
